"city","state","total_orders","total_sales"
"senges","PR","301","20957.76999999999"
"santa helena","MA","96","20790.399999999983"
"guará","SP","209","20780.29999999999"
"cambará","PR","336","20716.079999999987"
"ubaitaba","BA","160","20689.200000000015"
"sao joao do sul","SC","48","20664"
"marabá","PA","129","20661.53999999999"
"regente feijó","SP","299","20631.22999999998"
"rosário do sul","RS","462","20531.499999999967"
"piedade de caratinga","MG","248","20524.169999999973"
"ibirarema","SP","240","20490.23999999999"
"sao bento","MA","72","20484"
"ervália","MG","133","20459.76999999999"
"manga","MG","162","20455.19999999999"
"catu de abrantes","BA","54","20447.819999999996"
"corupa","SC","188","20428.549999999996"
"estacao","RS","145","20418.899999999994"
"vila rica","MT","368","20407.439999999995"
"sobradinho","RS","189","20405.69999999999"
"capão do leão","RS","95","20372.749999999993"
"martinho campos","MG","98","20344.799999999996"
"propria","SE","168","20323.38000000001"
"minaçu","GO","156","20301.059999999983"
"sao luis do paraitinga","SP","69","20297.270000000004"
"granja","CE","220","20269.920000000024"
"rio do campo","SC","180","20248.49999999999"
"itapaci","GO","320","20211.199999999983"
"posto da mata","BA","152","20177.239999999987"
"sao jose do ouro","RS","294","20157.619999999988"
"cachoeira","BA","168","20151.18000000001"
"jeceaba","MG","259","20136.50999999997"
"sao domingos do norte","ES","161","20111.19999999999"
"serranopolis","GO","60","20057.599999999995"
"pompéu","MG","247","20048.41999999998"
"orindiuva","SP","185","20045.85999999998"
"terra roxa","SP","172","20032.83999999999"
"riachão do jacuípe","BA","40","20019.2"
"santa maria do suacui","MG","88","20015.59999999999"
"altinópolis","SP","56","20003.199999999997"
"barra de são francisco","ES","270","19997.819999999978"
"aimorés","MG","210","19978.770000000004"
"estância velha","RS","178","19937.069999999996"
"guaranta","SP","175","19925.15000000001"
"icó","CE","90","19908.799999999996"
"itapecuru mirim","MA","144","19906.920000000013"
"governador celso ramos","SC","153","19888.46999999998"
"custodia","PE","204","19885.920000000013"
"araranguá","SC","178","19830.75999999998"
"brejo do cruz","PB","17","19720"
"itaperucu","PR","124","19711.03999999999"
"poço fundo","MG","189","19613.78999999999"
"carmópolis de minas","MG","72","19557.359999999997"
"macaiba","RN","170","19530.96"
"sarandi","RS","550","19512.899999999972"
"ponte serrada","SC","138","19499.399999999994"
"roseira","SP","230","19489.279999999995"
"rondon do pará","PA","91","19460.909999999996"
"conceição do araguaia","PA","119","19446.129999999997"
"iguatama","MG","216","19380.59999999999"
"conceicao do castelo","ES","190","19297.539999999986"
"sao domingos do prata","MG","285","19259.729999999978"
"lucélia","SP","240","19226.999999999996"
"francisco sa","MG","108","19180.79999999999"
"jacaraci","BA","84","19147.58999999999"
"mirandópolis","SP","225","19124.849999999995"
"aripuanã","MT","136","19121.259999999995"
"munhoz de melo","PR","80","19077.800000000003"
"una","BA","195","19062.41999999998"
"sao tiago","MG","190","18972.259999999977"
"fernando prestes","SP","224","18927.35999999998"
"pradópolis","SP","252","18920.99999999999"
"condado","PE","80","18896"
"afonso cláudio","ES","132","18825.23999999999"
"nova roma do sul","RS","17","18818.829999999998"
"itaitinga","CE","124","18813.58999999999"
"massaranduba","SC","270","18784.439999999973"
"luz","MG","224","18692.799999999992"
"alto parnaiba","MA","120","18666.95999999999"
"conquista","MG","246","18609.07999999999"
"jaciara","MT","300","18569.999999999975"
"dom eliseu","PA","324","18568.979999999967"
"nova olinda do maranhao","MA","48","18556.8"
"portão","RS","264","18531.59999999997"
"ascurra","SC","216","18500.399999999998"
"mato verde","MG","264","18498.91999999997"
"são miguel do araguaia","GO","98","18496.09999999999"
"alcinopolis","MS","208","18490.159999999978"
"paraipaba","CE","165","18446.009999999987"
"iacanga","SP","392","18445.839999999953"
"morro da fumaça","SC","77","18435.999999999996"
"salto veloso","SC","176","18427.199999999993"
"sooretama","ES","406","18406.879999999965"
"sabinopolis","MG","290","18390.639999999963"
"campo alegre","AL","40","18382"
"araci","BA","264","18339.419999999962"
"diamantino","MT","329","18165.029999999955"
"nerópolis","GO","140","18161.079999999987"
"simonésia","MG","112","18142.319999999996"
"praia grande","SC","160","18109.599999999977"
"wenceslau braz","PR","288","18048"
"monte aprazível","SP","228","18014.089999999982"
"cedro de sao joao","SE","27","17999.91"
"ceu azul","PR","329","17980.319999999978"
"jaguaré","ES","210","17973.89999999998"
"nova olinda","CE","84","17889.599999999995"
"clementina","SP","180","17889.29999999998"
"parauna","GO","128","17820.159999999996"
"açailândia","MA","133","17818.00999999999"
"porciúncula","RJ","190","17800.719999999976"
"apodi","RN","141","17760.82999999999"
"itaberá","SP","104","17759.819999999992"
"ribeirao do pinhal","PR","270","17711.99999999999"
"lontras","SC","132","17710"
"reboucas","PR","343","17702.22999999996"
"paiçandu","PR","180","17665.19999999999"
"capanema","PA","274","17617.079999999954"
"senador pompeu","CE","120","17578.200000000004"
"avelar","RJ","116","17574"
"taquarivai","SP","78","17547.139999999996"
"tutoia","MA","78","17545.709999999992"
"laranjal do jari","AP","165","17533.999999999985"
"paramirim","BA","301","17530.239999999965"
"juruaia","MG","276","17515.879999999972"
"conceicao da feira","BA","87","17515.71"
"baturite","CE","117","17470.82999999999"
"tombos","MG","225","17446.049999999985"
"esperantina","PI","168","17415.719999999998"
"teixeiras","MG","252","17408.87999999998"
"mirante do paranapanema","SP","261","17373.899999999958"
"iconha","ES","275","17365.69999999997"
"dois irmaos do buriti","MS","63","17364.899999999994"
"campos borges","RS","63","17343.689999999995"
"candido de abreu","PR","240","17318.399999999983"
"são bento do una","PE","52","17269.069999999996"
"urucui","PI","135","17252.189999999988"
"guapiaçu","SP","114","17232.619999999995"
"limeira do oeste","MG","117","17226.299999999985"
"sao felipe","BA","46","17201.699999999997"
"utinga","BA","185","17159.85999999998"
"riolandia","SP","129","17148.399999999987"
"balneario arroio do silva","SC","180","17094.599999999977"
"mutuipe","BA","152","17054.019999999982"
"sao mateus do maranhao","MA","96","17044.79999999998"
"cuite","PB","75","16972.249999999993"
"itanhomi","MG","220","16970.249999999993"
"lobato","PR","102","16950.359999999986"
"caraubas","RN","48","16948.639999999992"
"barbosa ferraz","PR","136","16928.599999999995"
"ipupiara","BA","34","16830"
"cafelândia","SP","184","16771.599999999984"
"carolina","MA","78","16762.19999999999"
"catigua","SP","150","16714.249999999985"
"butiá","RS","90","16690.349999999995"
"queimadas","BA","100","16688.999999999993"
"lavras do sul","RS","84","16626.399999999994"
"iguai","BA","62","16615.689999999995"
"pacatuba","CE","61","16602.989999999994"
"rio real","BA","172","16598"
"sirinhaem","PE","145","16584.51999999999"
"mossoró","RN","132","16549.599999999984"
"júlio de castilhos","RS","210","16538.33999999999"
"rio azul","PR","215","16499.09999999998"
"lagoa dos gatos","PE","51","16489.829999999994"
"jucurutu","RN","104","16457.479999999992"
"divinolândia","SP","84","16448.159999999996"
"ibiá","MG","132","16407.479999999985"
"tapejara","PR","92","16371.399999999989"
"itirucu","BA","75","16331.999999999987"
"são gabriel do oeste","MS","279","16328.319999999974"
"tangara","SC","46","16325.399999999998"
"cristais paulista","SP","120","16313.399999999992"
"santa cecília","SC","190","16268.180000000004"
"bodoquena","MS","76","16264"
"rio maria","PA","138","16232.479999999992"
"quitandinha","PR","88","16231.599999999991"
"barro","CE","104","16169.139999999989"
"pirenopolis","GO","236","16158.32999999996"
"abadiania","GO","17","16149.829999999998"
"dormentes","PE","51","16095.599999999995"
"santo antonio do sudoeste","PR","231","16089.15"
"maracacume","MA","104","16046.679999999995"
"cananéia","SP","176","16008.519999999979"
"barra dos coqueiros","SE","99","15999.059999999994"
"luiz alves","SC","166","15969.759999999987"
"santa lucia","SP","123","15944.489999999993"
"estreito","MA","156","15906.280000000002"
"breu branco","PA","99","15897.419999999995"
"urubici","SC","208","15895.879999999976"
"machadinho d'oeste","RO","120","15879.199999999988"
"coronel joao sa","BA","81","15875.729999999996"
"orizona","GO","174","15857.48999999998"
"ribeirao branco","SP","70","15854.649999999994"
"apiúna","SC","84","15847.199999999997"
"marilândia","ES","88","15796.770000000002"
"palmeiras de goias","GO","141","15735.599999999988"
"lavras da mangabeira","CE","38","15729.719999999992"
"são joão do piauí","PI","80","15717.899999999994"
"pote","MG","93","15713.899999999998"
"carmo da cachoeira","MG","196","15652.559999999998"
"sao jose de mipibu","RN","57","15612.110000000004"
"miranda","MS","228","15606.59999999998"
"bom jesus do araguaia","MT","13","15598.7"
"alto parana","PR","80","15595.999999999993"
"florestal","MG","156","15574"
"alto santo","CE","75","15572.249999999996"
"montalvania","MG","176","15496.799999999988"
"herval d oeste","SC","196","15494.360000000011"
"rio do pires","BA","140","15478.399999999987"
"julio mesquita","SP","51","15469.829999999998"
"ourilândia do norte","PA","63","15390.71999999999"
"sapucai-mirim","MG","108","15384.32999999999"
"murutinga do sul","SP","38","15371"
"jacinto machado","SC","236","15368.909999999967"
"apiaí","SP","224","15331.959999999957"
"itarantim","BA","160","15327.039999999986"
"cassia","MG","330","15305.94999999999"
"pintadas","BA","68","15293.19999999999"
"nova cruz","RN","99","15275.039999999988"
"mantenopolis","ES","144","15256.439999999993"
"general carneiro","PR","190","15256.239999999989"
"santa mariana","PR","196","15251.249999999989"
"dias davila","BA","162","15230.639999999992"
"mata de são joão","BA","143","15208.04999999998"
"caldas","MG","186","15180.699999999993"
"marco","CE","104","15147.599999999995"
"campo novo","RS","84","15114.119999999994"
"sanclerlandia","GO","180","15112.439999999984"
"carlópolis","PR","120","15107.999999999978"
"vera cruz do oeste","PR","105","15104.599999999999"
"cururupu","MA","72","15102.239999999994"
"vargem alta","ES","270","15060.059999999983"
"guaraniacu","PR","195","15052.829999999982"
"jesuitas","PR","108","15026.849999999991"
"piritiba","BA","217","15025.38999999997"
"bayeux","PB","172","15025.069999999974"
"são lourenço da serra","SP","195","14975.349999999991"
"tucumã","PA","52","14953.25"
"alexania","GO","192","14933.439999999975"
"getúlio vargas","RS","160","14932.199999999993"
"picarras","SC","108","14911.289999999995"
"urandi","BA","63","14866.740000000002"
"lago sul","DF","153","14864.479999999985"
"campo do meio","MG","236","14849.709999999988"
"campestre da serra","RS","22","14838.889999999998"
"papagaios","MG","275","14831.849999999984"
"saloa","PE","48","14772"
"apiaca","ES","204","14765.519999999973"
"rodeiro","MG","108","14738.399999999998"
"ibiraci","MG","116","14726.2"
"mondai","SC","108","14724"
"holambra ii","SP","96","14714.879999999994"
"chopinzinho","PR","412","14665.13999999997"
"edeia","GO","124","14659.899999999998"
"aperibé","RJ","150","14649.399999999983"
"não-me-toque","RS","153","14614.559999999994"
"palmeira dos indios","AL","119","14607.899999999981"
"capitao poco","PA","108","14593.67999999999"
"garrafao do norte","PA","66","14583.579999999996"
"milagres","BA","58","14573.660000000007"
"palma","MG","140","14556.149999999994"
"arcoverde","PE","141","14552.099999999988"
"conceicao da barra","ES","143","14524.37999999999"
"constantina","RS","44","14520"
"lauro müller","SC","80","14495.699999999995"
"maracaí","SP","143","14489.539999999979"
"santa isabel do ivai","PR","102","14480.599999999993"
"crateús","CE","54","14446.559999999994"
"itapoá","SC","153","14444.389999999992"
"amarante","PI","19","14440"
"morro reuter","RS","92","14428.819999999998"
"rio bananal","ES","320","14416.639999999989"
"confins","MG","37","14393"
"palmares do sul","RS","165","14380.409999999985"
"brazopolis","MG","105","14341.799999999996"
"sao joao do paraiso","MG","164","14329.49999999999"
"são francisco","MG","156","14323.439999999988"
"analandia","SP","112","14308.84"
"carinhanha","BA","82","14304.899999999994"
"guareí","SP","65","14277.769999999999"
"potim","SP","114","14238.599999999991"
"alto garcas","MT","110","14234.000000000004"
"magda","SP","62","14228.689999999995"
"lutecia","SP","16","14192"
"treze tílias","SC","224","14170.559999999987"
"itaberaí","GO","84","14169.119999999995"
"rosana","SP","212","14160.91999999998"
"guimarania","MG","108","14145.300000000001"
"parapuã","SP","108","14140.8"
"são josé da lapa","MG","104","14125.539999999983"
"firminopolis","GO","161","14110.269999999986"
"itapura","SP","240","14074.799999999987"
"jaguaquara","BA","146","14045.199999999983"
"pains","MG","282","14021.509999999991"
"porto dos gauchos","MT","23","14007"
"miranorte","TO","66","13989.799999999996"
"sao geraldo","MG","165","13984.74"
"sud mennucci","SP","185","13981.189999999988"
"jatoba","PE","112","13951"
"santo antonio do amparo","MG","185","13938.640000000003"
"piranga","MG","176","13912.359999999997"
"iepe","SP","288","13899.83999999995"
"sao jose dos quatro marcos","MT","122","13846.389999999996"
"são félix do xingu","PA","90","13826.999999999996"
"arandu","SP","200","13819.999999999996"
"urupês","SP","144","13801.679999999988"
"alumínio","SP","154","13773.649999999994"
"maria da fe","MG","135","13749.75"
"santaluz","BA","150","13744.499999999985"
"presidente getúlio","SC","126","13737.779999999995"
"porto franco","MA","98","13719.509999999993"
"rio claro","RJ","144","13715.279999999986"
"são josé do norte","RS","200","13712.499999999996"
"vila valério","ES","100","13693.999999999996"
"diamante do norte","PR","210","13693.749999999958"
